Group,Count,Owner,Parent.int_groups,Register,Field,Path,Name,Type,Allow during port up,FLags,Severity,,info (I) action (default is none),I->E count thresh,,error (E) action (default is count),Error->Fatal count threshold,Description (or Action in case of Fatal),,fatal (F) action (default is reset)
ms,1,Hemant,db.wa,int_db,db_pid_chk_fail,db.wa.int_db,int_db.db_pid_chk_fail,,,None,error (E),,n/a,n/a,,"investigate PID check configuration, doorbell will be dropped",,,,
ms,1,Hemant,db.wa,int_db,db_qid_overflow,db.wa.int_db,int_db.db_qid_overflow,overflow,,None,error (E),,n/a,n/a,,"Investigate LIF table mapping, Queue number is beyond configured, doorbell will be dropped",,,,
ms,1,Hemant,db.wa,int_db,host_ring_access_err,db.wa.int_db,int_db.host_ring_access_err,,,None,error (E),,n/a,n/a,,"investigate ring# config in queue state table for host doorbells, doorbell will be dropped",,,,
ms,1,Hemant,db.wa,int_db,rresp_err,db.wa.int_db,int_db.rresp_err,,,None,error (E),,n/a,n/a,,"investigate why queue state access got error, doorbell will be dropped",,,,
ms,1,Hemant,db.wa,int_db,total_ring_access_err,db.wa.int_db,int_db.total_ring_access_err,,,None,error (E),,n/a,n/a,,"investigate total ring# config in queue state table for  doorbells, doorbell will be dropped",,,,
ms,1,Hemant,db.wa,int_lif_qstate_map,ecc_correctable,db.wa.int_lif_qstate_map,int_lif_qstate_map.ecc_correctable,ecc_sw,,None,error (E),,n/a,n/a,,SW must write again to correct,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
ms,1,Hemant,db.wa,int_lif_qstate_map,ecc_uncorrectable,db.wa.int_lif_qstate_map,int_lif_qstate_map.ecc_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
ms,1,Hemant,db.wa,int_lif_qstate_map,qid_invalid,db.wa.int_lif_qstate_map,int_lif_qstate_map.qid_invalid,,,None,error (E),,n/a,n/a,,"Queue number not configured in LIF qstate map table, doorbell will be dropped ",,,,
ms,1,Hemant,intr.intr,int_intr_ecc,int_credit_positive_after_return,intr.intr.int_intr_ecc,int_intr_ecc.int_credit_positive_after_return,,,ignore_once,info (I),,,,,"Driver should process all CQs, if less int_credits are returned that number of CQs posted before the interrupt. ",,,,
ms,1,Hemant,intr.intr,int_intr_ecc,int_credits_max_debug_threshold,intr.intr.int_intr_ecc,int_intr_ecc.int_credits_max_debug_threshold,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
ms,1,Hemant,intr.intr,int_intr_ecc,intr_bresp_err,intr.intr.int_intr_ecc,int_intr_ecc.intr_bresp_err,,,None,error (E),,n/a,n/a,,"Check interrupt address configuration, it got address error, interrupt will not be delivered",,,,
ms,1,Hemant,intr.intr,int_intr_ecc,intr_legacy_fifo_overrun,intr.intr.int_intr_ecc,int_intr_ecc.intr_legacy_fifo_overrun,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,"Fatal error, try to reproduce in lab and debug the configuration settings using PCIE Analyzer",,
pcie,8,Hemant,pp.pp,int_pp,perst#n_dn#up,pp.pp.int_pp,int_pp.perst#n_dn#up,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
pcie,8,Hemant,pp.pp,int_pp,port#_c_int,pp.pp.int_pp,int_pp.port#_c_int,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
pcie,8,Hemant,pp.pp,int_pp,port#_p_int,pp.pp.int_pp,int_pp.port#_p_int,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
pcie,1,Hemant,pp.pp,int_pp,ppsd_dbe,pp.pp.int_pp,int_pp.ppsd_dbe,ecc,YES,None,HW-RMA (F) after init,,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,
pcie,1,Hemant,pp.pp,int_pp,ppsd_sbe,pp.pp.int_pp,int_pp.ppsd_sbe,ecc,YES,None,error (E),,n/a,n/a,,n/a,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,
pcie,1,Hemant,pp.pp,int_pp,sbus_err,pp.pp.int_pp,int_pp.sbus_err,,,ignore_all,info (I),,,,,,,,,
pcie,32,Hemant,pp.pp.port_c[#],int_c_ecc,rxbuf_#_correctable,pp.pp.port_c[#].int_c_ecc,int_c_ecc.rxbuf_#_correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
pcie,32,Hemant,pp.pp.port_c[#],int_c_ecc,rxbuf_#_uncorrectable,pp.pp.port_c[#].int_c_ecc,int_c_ecc.rxbuf_#_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
pcie,8,Hemant,pp.pp.port_c[#],int_c_mac,link_dn#up,pp.pp.port_c[#].int_c_mac,int_c_mac.link_dn#up,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
pcie,8,Hemant,pp.pp.port_c[#],int_c_mac,link_up#dn,pp.pp.port_c[#].int_c_mac,int_c_mac.link_up#dn,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
pcie,8,Hemant,pp.pp.port_c[#],int_c_mac,ltssm_st_changed,pp.pp.port_c[#].int_c_mac,int_c_mac.ltssm_st_changed,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
pcie,8,Hemant,pp.pp.port_c[#],int_c_mac,pm_turnoff,pp.pp.port_c[#].int_c_mac,int_c_mac.pm_turnoff,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
pcie,8,Hemant,pp.pp.port_c[#],int_c_mac,portgate_open#close,pp.pp.port_c[#].int_c_mac,int_c_mac.portgate_open#close,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
pcie,8,Hemant,pp.pp.port_c[#],int_c_mac,rc_aerr,pp.pp.port_c[#].int_c_mac,int_c_mac.rc_aerr,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
pcie,8,Hemant,pp.pp.port_c[#],int_c_mac,rc_dpc,pp.pp.port_c[#].int_c_mac,int_c_mac.rc_dpc,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
pcie,8,Hemant,pp.pp.port_c[#],int_c_mac,rc_eq_req,pp.pp.port_c[#].int_c_mac,int_c_mac.rc_eq_req,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
pcie,8,Hemant,pp.pp.port_c[#],int_c_mac,rc_hpe,pp.pp.port_c[#].int_c_mac,int_c_mac.rc_hpe,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
pcie,8,Hemant,pp.pp.port_c[#],int_c_mac,rc_legacy_intpin_changed,pp.pp.port_c[#].int_c_mac,int_c_mac.rc_legacy_intpin_changed,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
pcie,8,Hemant,pp.pp.port_c[#],int_c_mac,rc_pme,pp.pp.port_c[#].int_c_mac,int_c_mac.rc_pme,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
pcie,8,Hemant,pp.pp.port_c[#],int_c_mac,rc_serr,pp.pp.port_c[#].int_c_mac,int_c_mac.rc_serr,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
pcie,8,Hemant,pp.pp.port_c[#],int_c_mac,rst_dn#up,pp.pp.port_c[#].int_c_mac,int_c_mac.rst_dn#up,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
pcie,8,Hemant,pp.pp.port_c[#],int_c_mac,rst_up#dn,pp.pp.port_c[#].int_c_mac,int_c_mac.rst_up#dn,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
pcie,8,Hemant,pp.pp.port_c[#],int_c_mac,rxtlp_err,pp.pp.port_c[#].int_c_mac,int_c_mac.rxtlp_err,,,None,error (E),,n/a,n/a,,"count, bad tlps received from host",,,,
pcie,8,Hemant,pp.pp.port_c[#],int_c_mac,sec_bus_rst,pp.pp.port_c[#].int_c_mac,int_c_mac.sec_bus_rst,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
pcie,8,Hemant,pp.pp.port_c[#],int_c_mac,sec_busnum_changed,pp.pp.port_c[#].int_c_mac,int_c_mac.sec_busnum_changed,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
pcie,8,Hemant,pp.pp.port_c[#],int_c_mac,tl_flr_req,pp.pp.port_c[#].int_c_mac,int_c_mac.tl_flr_req,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
pcie,8,Hemant,pp.pp.port_c[#],int_c_mac,txbfr_overflow,pp.pp.port_c[#].int_c_mac,int_c_mac.txbfr_overflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,"Fatal error, try to reproduce in lab and debug the configuration settings using PCIE Analyzer",,
pcie,8,Hemant,pp.pp.port_p[#],int_p_ecc,replay_bfr_overflow,pp.pp.port_p[#].int_p_ecc,int_p_ecc.replay_bfr_overflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,"Fatal error, try to reproduce in lab and debug the configuration settings using PCIE Analyzer",,
pcie,8,Hemant,pp.pp.port_p[#],int_p_ecc,rxbfr_overflow,pp.pp.port_p[#].int_p_ecc,int_p_ecc.rxbfr_overflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,"Fatal error, try to reproduce in lab and debug the configuration settings using PCIE Analyzer",,
pcie,8,Hemant,pp.pp.port_p[#],int_p_ecc,rxtlp_err,pp.pp.port_p[#].int_p_ecc,int_p_ecc.rxtlp_err,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
pcie,32,Hemant,pp.pp.port_p[#],int_p_ecc,txbuf_#_correctable,pp.pp.port_p[#].int_p_ecc,int_p_ecc.txbuf_#_correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
pcie,32,Hemant,pp.pp.port_p[#],int_p_ecc,txbuf_#_uncorrectable,pp.pp.port_p[#].int_p_ecc,int_p_ecc.txbuf_#_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
pcie,1,Hemant,pxb.pxb,int_err,cpl_ecrc,pxb.pxb.int_err,int_err.cpl_ecrc,,,None,error (E),,n/a,n/a,,"ECRC error, if enabled by host, internal RD from Capri will produce AXI resp errr",,,,
pcie,1,Hemant,pxb.pxb,int_err,cpl_len,pxb.pxb.int_err,int_err.cpl_len,,,None,error (E),,n/a,n/a,,"Completion length did not match request, internal RD from Capri will produce AXI resp errr",,,,
pcie,1,Hemant,pxb.pxb,int_err,cpl_lowaddr,pxb.pxb.int_err,int_err.cpl_lowaddr,,,None,error (E),,n/a,n/a,,"Completion low address did not match request, internal RD from Capri will produce AXI resp errr",,,,
pcie,1,Hemant,pxb.pxb,int_err,cpl_poison,pxb.pxb.int_err,int_err.cpl_poison,,,None,error (E),,n/a,n/a,,"Completion had response data poisoned, internal RD from Capri will produce AXI resp errr",,,,
pcie,1,Hemant,pxb.pxb,int_err,cpl_rxbuf_err,pxb.pxb.int_err,int_err.cpl_rxbuf_err,,,None,fatal (F),,n/a,n/a,,n/a,n/a,"Fatal error, try to reproduce in lab and debug the configuration settings using PCIE Analyzer",,
pcie,1,Hemant,pxb.pxb,int_err,cpl_stat,pxb.pxb.int_err,int_err.cpl_stat,,,None,error (E),,n/a,n/a,,"Completion from host with non-success status, maybe IOMMU or other permission issue with initiator request, AXI resp err will be generated",,,,
pcie,1,Hemant,pxb.pxb,int_err,cpl_timeout,pxb.pxb.int_err,int_err.cpl_timeout,,,None,fatal (F),,n/a,n/a,,,n/a,"Completion timeout for initiator requests, maybe link issue or host is hung or something fatal across pcie link",,
pcie,1,Hemant,pxb.pxb,int_err,cpl_unexp,pxb.pxb.int_err,int_err.cpl_unexp,,,None,info (I),,,,,"informative, received unexpected completion",,,,
pcie,1,Hemant,pxb.pxb,int_err,itr_atomic_resource_err,pxb.pxb.int_err,int_err.itr_atomic_resource_err,,,None,error (E),,n/a,n/a,,"PCIe atomic transaction handshake violation, a RD/WR transaction was issued on same atomic resource while previous atomic response is pending for same resource",,,,
pcie,1,Hemant,pxb.pxb,int_err,itr_atomic_seq_err,pxb.pxb.int_err,int_err.itr_atomic_seq_err,,,None,error (E),,n/a,n/a,,"PCIe atomic transaction handshake violation, for the same atomic resource,  back2back WR or back2back RD were received instead of a RD/WR pair at a time",,,,
pcie,1,Hemant,pxb.pxb,int_err,itr_bus_master_dis,pxb.pxb.int_err,int_err.itr_bus_master_dis,,,None,error (E),,n/a,n/a,,"PCIE control register had bus master disabled, so ininitator DMA request will be returned as AXI err",,,,
pcie,1,Hemant,pxb.pxb,int_err,itr_req_axi_unsupp,pxb.pxb.int_err,int_err.itr_req_axi_unsupp,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,"Access to invalid address, missing address range in the NOC, or slave sent back an error",,
pcie,1,Hemant,pxb.pxb,int_err,itr_req_bdfmiss,pxb.pxb.int_err,int_err.itr_req_bdfmiss,,,None,error (E),,n/a,n/a,,initiator requests sent to wrong LIF#. investigate and fix LIF configuration,,Request was sent towards PCIE host with LIF number that is not configured,,
pcie,1,Hemant,pxb.pxb,int_err,itr_req_msg_align_err,pxb.pxb.int_err,int_err.itr_req_msg_align_err,,,None,error (E),,n/a,n/a,,"PCIE message request from initiator had alignment violation, addr must be 64B aligned, data must be DW aligned and less than 128B",,,,
pcie,1,Hemant,pxb.pxb,int_err,tgt_axi_rsp_err,pxb.pxb.int_err,int_err.tgt_axi_rsp_err,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,"Access to invalid address, missing address range in the NOC, or slave sent back an error",,
pcie,1,Hemant,pxb.pxb,int_err,tgt_axi_rsp_unexp,pxb.pxb.int_err,int_err.tgt_axi_rsp_unexp,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,"Access to invalid address, missing address range in the NOC, or slave sent back an error",,
pcie,1,Hemant,pxb.pxb,int_err,tgt_ind_notify_axi_resperr,pxb.pxb.int_err,int_err.tgt_ind_notify_axi_resperr,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,"Access to invalid address, missing address range in the NOC, or slave sent back an error",,
pcie,1,Hemant,pxb.pxb,int_err,tgt_ind_rsp_unexp,pxb.pxb.int_err,int_err.tgt_ind_rsp_unexp,,,None,error (E),,n/a,n/a,,"host's target transaction is mapped to an internal address which is generating AXI resp errors, check the address mapping, host will get an unsupported completion response",,,,
pcie,1,Hemant,pxb.pxb,int_err,tgt_req_#k_err,pxb.pxb.int_err,int_err.tgt_req_#k_err,,,None,error (E),,n/a,n/a,,Host's target transaction to Capri generates a 4K crossing transaction err on AXI side. check address mapping ,,,,
pcie,1,Hemant,pxb.pxb,int_err,tgt_rmw_axi_resperr,pxb.pxb.int_err,int_err.tgt_rmw_axi_resperr,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,"Access to invalid address, missing address range in the NOC, or slave sent back an error",,
pcie,1,Hemant,pxb.pxb,int_itr_ecc,cplbfr_correctable,pxb.pxb.int_itr_ecc,int_itr_ecc.cplbfr_correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
pcie,1,Hemant,pxb.pxb,int_itr_ecc,cplbfr_uncorrectable,pxb.pxb.int_itr_ecc,int_itr_ecc.cplbfr_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
pcie,1,Hemant,pxb.pxb,int_itr_ecc,pcihdrt_correctable,pxb.pxb.int_itr_ecc,int_itr_ecc.pcihdrt_correctable,ecc_sw,,None,error (E),,n/a,n/a,,SW must write again to correct,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
pcie,1,Hemant,pxb.pxb,int_itr_ecc,pcihdrt_uncorrectable,pxb.pxb.int_itr_ecc,int_itr_ecc.pcihdrt_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
pcie,1,Hemant,pxb.pxb,int_itr_ecc,portmap_correctable,pxb.pxb.int_itr_ecc,int_itr_ecc.portmap_correctable,ecc_sw,,None,error (E),,n/a,n/a,,SW must write again to correct,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
pcie,1,Hemant,pxb.pxb,int_itr_ecc,portmap_uncorrectable,pxb.pxb.int_itr_ecc,int_itr_ecc.portmap_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
pcie,1,Hemant,pxb.pxb,int_itr_ecc,rdhdr_correctable,pxb.pxb.int_itr_ecc,int_itr_ecc.rdhdr_correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
pcie,1,Hemant,pxb.pxb,int_itr_ecc,rdhdr_uncorrectable,pxb.pxb.int_itr_ecc,int_itr_ecc.rdhdr_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
pcie,4,Hemant,pxb.pxb,int_itr_ecc,wrbfr_#_correctable,pxb.pxb.int_itr_ecc,int_itr_ecc.wrbfr_#_correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
pcie,4,Hemant,pxb.pxb,int_itr_ecc,wrbfr_#_uncorrectable,pxb.pxb.int_itr_ecc,int_itr_ecc.wrbfr_#_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
pcie,1,Hemant,pxb.pxb,int_itr_ecc,wrhdr_correctable,pxb.pxb.int_itr_ecc,int_itr_ecc.wrhdr_correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
pcie,1,Hemant,pxb.pxb,int_itr_ecc,wrhdr_uncorrectable,pxb.pxb.int_itr_ecc,int_itr_ecc.wrhdr_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
pcie,5,Hemant,pxb.pxb,int_tgt_ecc,aximst_#_correctable,pxb.pxb.int_tgt_ecc,int_tgt_ecc.aximst_#_correctable,ecc_sw,,None,error (E),,n/a,n/a,,SW must write again to correct,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
pcie,5,Hemant,pxb.pxb,int_tgt_ecc,aximst_#_uncorrectable,pxb.pxb.int_tgt_ecc,int_tgt_ecc.aximst_#_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
pcie,1,Hemant,pxb.pxb,int_tgt_ecc,cplst_correctable,pxb.pxb.int_tgt_ecc,int_tgt_ecc.cplst_correctable,ecc_sw,,None,error (E),,n/a,n/a,,SW must write again to correct,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
pcie,1,Hemant,pxb.pxb,int_tgt_ecc,cplst_uncorrectable,pxb.pxb.int_tgt_ecc,int_tgt_ecc.cplst_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
pcie,1,Hemant,pxb.pxb,int_tgt_ecc,pmr_correctable,pxb.pxb.int_tgt_ecc,int_tgt_ecc.pmr_correctable,ecc_sw,,None,error (E),,n/a,n/a,,SW must write again to correct,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
pcie,1,Hemant,pxb.pxb,int_tgt_ecc,pmr_uncorrectable,pxb.pxb.int_tgt_ecc,int_tgt_ecc.pmr_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
pcie,1,Hemant,pxb.pxb,int_tgt_ecc,prt_correctable,pxb.pxb.int_tgt_ecc,int_tgt_ecc.prt_correctable,ecc_sw,,None,error (E),,n/a,n/a,,SW must write again to correct,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
pcie,1,Hemant,pxb.pxb,int_tgt_ecc,prt_uncorrectable,pxb.pxb.int_tgt_ecc,int_tgt_ecc.prt_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
pcie,1,Hemant,pxb.pxb,int_tgt_ecc,romask_correctable,pxb.pxb.int_tgt_ecc,int_tgt_ecc.romask_correctable,ecc_sw,,None,error (E),,n/a,n/a,,SW must write again to correct,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
pcie,1,Hemant,pxb.pxb,int_tgt_ecc,romask_uncorrectable,pxb.pxb.int_tgt_ecc,int_tgt_ecc.romask_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
pcie,4,Hemant,pxb.pxb,int_tgt_ecc,rxcrbfr_#_correctable,pxb.pxb.int_tgt_ecc,int_tgt_ecc.rxcrbfr_#_correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
pcie,4,Hemant,pxb.pxb,int_tgt_ecc,rxcrbfr_#_uncorrectable,pxb.pxb.int_tgt_ecc,int_tgt_ecc.rxcrbfr_#_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
pcie,1,Hemant,pxb.pxb,int_tgt_ecc,rxinfo_correctable,pxb.pxb.int_tgt_ecc,int_tgt_ecc.rxinfo_correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
pcie,1,Hemant,pxb.pxb,int_tgt_ecc,rxinfo_uncorrectable,pxb.pxb.int_tgt_ecc,int_tgt_ecc.rxinfo_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
p4,4,Justina,ppa.ppa[#],int_bndl#,state_lkp_srch_hit_addr_range_err,ppa.ppa[#].int_bndl#,int_bndl#.state_lkp_srch_hit_addr_range_err,address,,None,error (E),,n/a,n/a,,fix the parser tcam entry programming,,software error. Parser TCAM entry programmed out of valid range.,,
p4,4,Justina,ppa.ppa[#],int_bndl#,state_lkp_srch_miss,ppa.ppa[#].int_bndl#,int_bndl#.state_lkp_srch_miss,,,None,error (E),,n/a,n/a,,program a catch-all entry in TCAM,,software error. Parser TCAM search miss,,
p4,4,Justina,ppa.ppa[#],int_bndl#,state_lkp_srch_req_not_rdy,ppa.ppa[#].int_bndl#,int_bndl#.state_lkp_srch_req_not_rdy,,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,4,Justina,ppa.ppa[#],int_ecc,bndl#_state_lkp_sram_correctable,ppa.ppa[#].int_ecc,int_ecc.bndl#_state_lkp_sram_correctable,ecc_sw,,None,error (E),,n/a,n/a,,SW must write again to correct,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
p4,4,Justina,ppa.ppa[#],int_ecc,bndl#_state_lkp_sram_uncorrectable,ppa.ppa[#].int_ecc,int_ecc.bndl#_state_lkp_sram_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
p4,2,Justina,ppa.ppa[#],int_ecc,pkt_mem_correctable,ppa.ppa[#].int_ecc,int_ecc.pkt_mem_correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
p4,2,Justina,ppa.ppa[#],int_ecc,pkt_mem_uncorrectable,ppa.ppa[#].int_ecc,int_ecc.pkt_mem_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
p4,2,Justina,ppa.ppa[#],int_fifo#,chk_ff_ovflow,ppa.ppa[#].int_fifo#,int_fifo#.chk_ff_ovflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,2,Justina,ppa.ppa[#],int_fifo#,dp_if_ff_ovflow,ppa.ppa[#].int_fifo#,int_fifo#.dp_if_ff_ovflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,2,Justina,ppa.ppa[#],int_fifo#,ma_if_ff_ovflow,ppa.ppa[#].int_fifo#,int_fifo#.ma_if_ff_ovflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,2,Justina,ppa.ppa[#],int_fifo#,ohi_if_ff_ovflow,ppa.ppa[#].int_fifo#,int_fifo#.ohi_if_ff_ovflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,2,Justina,ppa.ppa[#],int_fifo#,outohi_ff_ovflow,ppa.ppa[#].int_fifo#,int_fifo#.outohi_ff_ovflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,2,Justina,ppa.ppa[#],int_fifo#,outphv_ff_ovflow,ppa.ppa[#].int_fifo#,int_fifo#.outphv_ff_ovflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,2,Justina,ppa.ppa[#],int_fifo#,pb_if_ff_ovflow,ppa.ppa[#].int_fifo#,int_fifo#.pb_if_ff_ovflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,20,Justina,ppa.ppa[#],int_fifo#,pe#_ohi_ff_ovflow,ppa.ppa[#].int_fifo#,int_fifo#.pe#_ohi_ff_ovflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,20,Justina,ppa.ppa[#],int_fifo#,pe#_phv_ff_ovflow,ppa.ppa[#].int_fifo#,int_fifo#.pe#_phv_ff_ovflow,phv,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
p4,20,Justina,ppa.ppa[#],int_fifo#,pe#_qctl_ff_ovflow,ppa.ppa[#].int_fifo#,int_fifo#.pe#_qctl_ff_ovflow,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,
