Group,Count,Owner,Parent.int_groups,Register,Field,Path,Name,Type,Allow during port up,"Flags for SW
ignore_all
ignore_once
none",Severity,,info (I) action (default is none),I->E count thresh,,error (E) action (default is count),Error->Fatal count threshold,Description or Action in case of Fatal,,vs. Capri,,fatal (F) action (default is reset),1st,Line,Key
pcie,1,Hemant,pxb.pxb,int_pxe,pxe,pxb.pxb.int_pxe,int_pxe.pxe,,,,SW-MASK-IGNORE,,none,n/a,,n/a,n/a,"debug only, elam trigger ",,added,,,,999,int_pxepxepxb.pxb.int_pxeint_pxe.pxe
pcie,5,Hemant,pxb.pxb,int_tgt_ecc,aximst_#_correctable,pxb.pxb.int_tgt_ecc,int_tgt_ecc.aximst_#_correctable,ecc_sw,,-,error (E),,n/a,n/a,,SW must write again to correct,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,,,send chip to Avago,,1000,int_tgt_eccaximst_#_correctablepxb.pxb.int_tgt_eccint_tgt_ecc.aximst_#_correctable
pcie,5,Hemant,pxb.pxb,int_tgt_ecc,aximst_#_uncorrectable,pxb.pxb.int_tgt_ecc,int_tgt_ecc.aximst_#_uncorrectable,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,,,send chip to Avago,,1001,int_tgt_eccaximst_#_uncorrectablepxb.pxb.int_tgt_eccint_tgt_ecc.aximst_#_uncorrectable
pcie,1,Hemant,pxb.pxb,int_tgt_ecc,cplst_correctable,pxb.pxb.int_tgt_ecc,int_tgt_ecc.cplst_correctable,ecc_sw,,-,error (E),,n/a,n/a,,SW must write again to correct,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,,,send chip to Avago,,1002,int_tgt_ecccplst_correctablepxb.pxb.int_tgt_eccint_tgt_ecc.cplst_correctable
pcie,1,Hemant,pxb.pxb,int_tgt_ecc,cplst_uncorrectable,pxb.pxb.int_tgt_ecc,int_tgt_ecc.cplst_uncorrectable,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,,,send chip to Avago,,1003,int_tgt_ecccplst_uncorrectablepxb.pxb.int_tgt_eccint_tgt_ecc.cplst_uncorrectable
pcie,1,Hemant,pxb.pxb,int_tgt_ecc,pmr_correctable,pxb.pxb.int_tgt_ecc,int_tgt_ecc.pmr_correctable,ecc_sw,,-,error (E),,n/a,n/a,,SW must write again to correct,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,,,send chip to Avago,,1004,int_tgt_eccpmr_correctablepxb.pxb.int_tgt_eccint_tgt_ecc.pmr_correctable
pcie,1,Hemant,pxb.pxb,int_tgt_ecc,pmr_uncorrectable,pxb.pxb.int_tgt_ecc,int_tgt_ecc.pmr_uncorrectable,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,,,send chip to Avago,,1005,int_tgt_eccpmr_uncorrectablepxb.pxb.int_tgt_eccint_tgt_ecc.pmr_uncorrectable
pcie,1,Hemant,pxb.pxb,int_tgt_ecc,prt_correctable,pxb.pxb.int_tgt_ecc,int_tgt_ecc.prt_correctable,ecc_sw,,-,error (E),,n/a,n/a,,SW must write again to correct,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,,,send chip to Avago,,1006,int_tgt_eccprt_correctablepxb.pxb.int_tgt_eccint_tgt_ecc.prt_correctable
pcie,1,Hemant,pxb.pxb,int_tgt_ecc,prt_uncorrectable,pxb.pxb.int_tgt_ecc,int_tgt_ecc.prt_uncorrectable,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,,,send chip to Avago,,1007,int_tgt_eccprt_uncorrectablepxb.pxb.int_tgt_eccint_tgt_ecc.prt_uncorrectable
pcie,1,Hemant,pxb.pxb,int_tgt_ecc,romask_correctable,pxb.pxb.int_tgt_ecc,int_tgt_ecc.romask_correctable,ecc_sw,,-,error (E),,n/a,n/a,,SW must write again to correct,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,,,send chip to Avago,,1008,int_tgt_eccromask_correctablepxb.pxb.int_tgt_eccint_tgt_ecc.romask_correctable
pcie,1,Hemant,pxb.pxb,int_tgt_ecc,romask_uncorrectable,pxb.pxb.int_tgt_ecc,int_tgt_ecc.romask_uncorrectable,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,,,send chip to Avago,,1009,int_tgt_eccromask_uncorrectablepxb.pxb.int_tgt_eccint_tgt_ecc.romask_uncorrectable
pcie,4,Hemant,pxb.pxb,int_tgt_ecc,rxcrbfr_#_correctable,pxb.pxb.int_tgt_ecc,int_tgt_ecc.rxcrbfr_#_correctable,ecc_sw,,-,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,,,send chip to Avago,,1010,int_tgt_eccrxcrbfr_#_correctablepxb.pxb.int_tgt_eccint_tgt_ecc.rxcrbfr_#_correctable
pcie,4,Hemant,pxb.pxb,int_tgt_ecc,rxcrbfr_#_uncorrectable,pxb.pxb.int_tgt_ecc,int_tgt_ecc.rxcrbfr_#_uncorrectable,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,,,send chip to Avago,,1011,int_tgt_eccrxcrbfr_#_uncorrectablepxb.pxb.int_tgt_eccint_tgt_ecc.rxcrbfr_#_uncorrectable
pcie,1,Hemant,pxb.pxb,int_tgt_ecc,rxinfo_correctable,pxb.pxb.int_tgt_ecc,int_tgt_ecc.rxinfo_correctable,ecc_sw,,-,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,,,send chip to Avago,,1012,int_tgt_eccrxinfo_correctablepxb.pxb.int_tgt_eccint_tgt_ecc.rxinfo_correctable
pcie,1,Hemant,pxb.pxb,int_tgt_ecc,rxinfo_uncorrectable,pxb.pxb.int_tgt_ecc,int_tgt_ecc.rxinfo_uncorrectable,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,,,send chip to Avago,,1013,int_tgt_eccrxinfo_uncorrectablepxb.pxb.int_tgt_eccint_tgt_ecc.rxinfo_uncorrectable
pcie,2,Hemant,pxb.pxb.invf,int_filter,axi_freeze,pxb.pxb.invf.int_filter,int_filter.axi_freeze,axifilter,,,error (E),,n/a,n/a,,n/a,0->1,"Debug only, when filters are armed, check that filters are not armed in production",,added,,,axifilter,1014,int_filteraxi_freezepxb.pxb.invf.int_filterint_filter.axi_freeze
pcie,2,Hemant,pxb.pxb.invf,int_filter,axi_int_filter,pxb.pxb.invf.int_filter,int_filter.axi_int_filter,axifilter,,,error (E),,n/a,n/a,,n/a,0->1,"Debug only, when filters are armed, check that filters are not armed in production",,added,,,axifilter,1015,int_filteraxi_int_filterpxb.pxb.invf.int_filterint_filter.axi_int_filter
pcie,2,Hemant,pxb.pxb.invf,int_filter,read_response_err,pxb.pxb.invf.int_filter,int_filter.read_response_err,axifilter,,,error (E),,n/a,n/a,,n/a,0->1,"Debug only, when filters are armed, check that filters are not armed in production",,added,,,axifilter,1016,int_filterread_response_errpxb.pxb.invf.int_filterint_filter.read_response_err
pcie,2,Hemant,pxb.pxb.invf,int_filter,response_log_timeout_err,pxb.pxb.invf.int_filter,int_filter.response_log_timeout_err,axifilter,,,error (E),,n/a,n/a,,n/a,0->1,"Debug only, when filters are armed, check that filters are not armed in production",,added,,,axifilter,1017,int_filterresponse_log_timeout_errpxb.pxb.invf.int_filterint_filter.response_log_timeout_err
pcie,2,Hemant,pxb.pxb.invf,int_filter,write_response_err,pxb.pxb.invf.int_filter,int_filter.write_response_err,axifilter,,,error (E),,n/a,n/a,,n/a,0->1,"Debug only, when filters are armed, check that filters are not armed in production",,added,,,axifilter,1018,int_filterwrite_response_errpxb.pxb.invf.int_filterint_filter.write_response_err
p4,4,Justina,ppa.ppa[#],int_bndl#,state_lkp_srch_hit_addr_range_err,ppa.ppa[#].int_bndl#,int_bndl#.state_lkp_srch_hit_addr_range_err,address,,-,error (E),,n/a,n/a,,fix the parser tcam entry programming,,software error. Parser TCAM entry programmed out of valid range.,,,,,,563,int_bndl#state_lkp_srch_hit_addr_range_errppa.ppa[#].int_bndl#int_bndl#.state_lkp_srch_hit_addr_range_err
p4,4,Justina,ppa.ppa[#],int_bndl#,state_lkp_srch_miss,ppa.ppa[#].int_bndl#,int_bndl#.state_lkp_srch_miss,,,-,error (E),,n/a,n/a,,program a catch-all entry in TCAM,,software error. Parser TCAM search miss,,,,,,564,int_bndl#state_lkp_srch_missppa.ppa[#].int_bndl#int_bndl#.state_lkp_srch_miss
p4,4,Justina,ppa.ppa[#],int_bndl#,state_lkp_srch_req_not_rdy,ppa.ppa[#].int_bndl#,int_bndl#.state_lkp_srch_req_not_rdy,,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,565,int_bndl#state_lkp_srch_req_not_rdyppa.ppa[#].int_bndl#int_bndl#.state_lkp_srch_req_not_rdy
p4,4,Justina,ppa.ppa[#],int_ecc,bndl#_inq_mem_correctable,ppa.ppa[#].int_ecc,int_ecc.bndl#_inq_mem_correctable,ecc_sw,,-,error (E),,n/a,n/a,,count,>10 per 1 day,Hardware Error,,added,,send chip to Avago,ecc,566,int_eccbndl#_inq_mem_correctableppa.ppa[#].int_eccint_ecc.bndl#_inq_mem_correctable
p4,4,Justina,ppa.ppa[#],int_ecc,bndl#_inq_mem_uncorrectable,ppa.ppa[#].int_ecc,int_ecc.bndl#_inq_mem_uncorrectable,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,added,,send chip to Avago,ecc,567,int_eccbndl#_inq_mem_uncorrectableppa.ppa[#].int_eccint_ecc.bndl#_inq_mem_uncorrectable
p4,4,Justina,ppa.ppa[#],int_ecc,bndl#_state_lkp_sram_correctable,ppa.ppa[#].int_ecc,int_ecc.bndl#_state_lkp_sram_correctable,ecc_sw,,-,error (E),,n/a,n/a,,SW must write again to correct,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,,,send chip to Avago,,568,int_eccbndl#_state_lkp_sram_correctableppa.ppa[#].int_eccint_ecc.bndl#_state_lkp_sram_correctable
p4,4,Justina,ppa.ppa[#],int_ecc,bndl#_state_lkp_sram_uncorrectable,ppa.ppa[#].int_ecc,int_ecc.bndl#_state_lkp_sram_uncorrectable,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,,,send chip to Avago,,569,int_eccbndl#_state_lkp_sram_uncorrectableppa.ppa[#].int_eccint_ecc.bndl#_state_lkp_sram_uncorrectable
p4,2,Justina,ppa.ppa[#],int_ecc,pkt_mem_correctable,ppa.ppa[#].int_ecc,int_ecc.pkt_mem_correctable,ecc_sw,,-,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,,,send chip to Avago,,570,int_eccpkt_mem_correctableppa.ppa[#].int_eccint_ecc.pkt_mem_correctable
p4,2,Justina,ppa.ppa[#],int_ecc,pkt_mem_uncorrectable,ppa.ppa[#].int_ecc,int_ecc.pkt_mem_uncorrectable,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,,,send chip to Avago,,571,int_eccpkt_mem_uncorrectableppa.ppa[#].int_eccint_ecc.pkt_mem_uncorrectable
p4,2,Justina,ppa.ppa[#],int_fifo#,chk_ff_ovflow,ppa.ppa[#].int_fifo#,int_fifo#.chk_ff_ovflow,overflow,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,572,int_fifo#chk_ff_ovflowppa.ppa[#].int_fifo#int_fifo#.chk_ff_ovflow
p4,2,Justina,ppa.ppa[#],int_fifo#,dp_if_ff_ovflow,ppa.ppa[#].int_fifo#,int_fifo#.dp_if_ff_ovflow,overflow,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,573,int_fifo#dp_if_ff_ovflowppa.ppa[#].int_fifo#int_fifo#.dp_if_ff_ovflow
p4,2,Justina,ppa.ppa[#],int_fifo#,ma_if_ff_ovflow,ppa.ppa[#].int_fifo#,int_fifo#.ma_if_ff_ovflow,overflow,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,574,int_fifo#ma_if_ff_ovflowppa.ppa[#].int_fifo#int_fifo#.ma_if_ff_ovflow
p4,2,Justina,ppa.ppa[#],int_fifo#,ohi_if_ff_ovflow,ppa.ppa[#].int_fifo#,int_fifo#.ohi_if_ff_ovflow,overflow,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,575,int_fifo#ohi_if_ff_ovflowppa.ppa[#].int_fifo#int_fifo#.ohi_if_ff_ovflow
p4,2,Justina,ppa.ppa[#],int_fifo#,outohi_ff_ovflow,ppa.ppa[#].int_fifo#,int_fifo#.outohi_ff_ovflow,overflow,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,576,int_fifo#outohi_ff_ovflowppa.ppa[#].int_fifo#int_fifo#.outohi_ff_ovflow
p4,2,Justina,ppa.ppa[#],int_fifo#,outphv_ff_ovflow,ppa.ppa[#].int_fifo#,int_fifo#.outphv_ff_ovflow,overflow,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,577,int_fifo#outphv_ff_ovflowppa.ppa[#].int_fifo#int_fifo#.outphv_ff_ovflow
p4,2,Justina,ppa.ppa[#],int_fifo#,pb_if_ff_ovflow,ppa.ppa[#].int_fifo#,int_fifo#.pb_if_ff_ovflow,overflow,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,578,int_fifo#pb_if_ff_ovflowppa.ppa[#].int_fifo#int_fifo#.pb_if_ff_ovflow
p4,20,Justina,ppa.ppa[#],int_fifo#,pe#_ohi_ff_ovflow,ppa.ppa[#].int_fifo#,int_fifo#.pe#_ohi_ff_ovflow,overflow,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,579,int_fifo#pe#_ohi_ff_ovflowppa.ppa[#].int_fifo#int_fifo#.pe#_ohi_ff_ovflow
p4,20,Justina,ppa.ppa[#],int_fifo#,pe#_phv_ff_ovflow,ppa.ppa[#].int_fifo#,int_fifo#.pe#_phv_ff_ovflow,phv,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,580,int_fifo#pe#_phv_ff_ovflowppa.ppa[#].int_fifo#int_fifo#.pe#_phv_ff_ovflow
p4,20,Justina,ppa.ppa[#],int_fifo#,pe#_qctl_ff_ovflow,ppa.ppa[#].int_fifo#,int_fifo#.pe#_qctl_ff_ovflow,overflow,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,581,int_fifo#pe#_qctl_ff_ovflowppa.ppa[#].int_fifo#int_fifo#.pe#_qctl_ff_ovflow
p4,2,Justina,ppa.ppa[#],int_fifo#,pkt_mtu_ff_ovflow,ppa.ppa[#].int_fifo#,int_fifo#.pkt_mtu_ff_ovflow,pkt,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,582,int_fifo#pkt_mtu_ff_ovflowppa.ppa[#].int_fifo#int_fifo#.pkt_mtu_ff_ovflow
p4,2,Justina,ppa.ppa[#],int_intf,dp_eop_err,ppa.ppa[#].int_intf,int_intf.dp_eop_err,,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,583,int_intfdp_eop_errppa.ppa[#].int_intfint_intf.dp_eop_err
p4,2,Justina,ppa.ppa[#],int_intf,dp_err,ppa.ppa[#].int_intf,int_intf.dp_err,,,-,error (E),,n/a,n/a,,,,Packet err bit set along with EOP in packet bus from Parser to Deparser. Error bit probably is from buffer or from memory ecc error. Check other interrupts.,,,,,,584,int_intfdp_errppa.ppa[#].int_intfint_intf.dp_err
p4,2,Justina,ppa.ppa[#],int_intf,dp_sop_err,ppa.ppa[#].int_intf,int_intf.dp_sop_err,,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,585,int_intfdp_sop_errppa.ppa[#].int_intfint_intf.dp_sop_err
p4,2,Justina,ppa.ppa[#],int_intf,ma_eop_err,ppa.ppa[#].int_intf,int_intf.ma_eop_err,,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,586,int_intfma_eop_errppa.ppa[#].int_intfint_intf.ma_eop_err
p4,2,Justina,ppa.ppa[#],int_intf,ma_err,ppa.ppa[#].int_intf,int_intf.ma_err,,,-,error (E),,n/a,n/a,,,,Packet err bit set along with EOP in PHV bus from Parser to STG. Error bit probably is from memory ecc error. Check other interrupts.,,,,,,587,int_intfma_errppa.ppa[#].int_intfint_intf.ma_err
p4,2,Justina,ppa.ppa[#],int_intf,ma_sop_err,ppa.ppa[#].int_intf,int_intf.ma_sop_err,,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,588,int_intfma_sop_errppa.ppa[#].int_intfint_intf.ma_sop_err
p4,2,Justina,ppa.ppa[#],int_intf,ohi_eop_err,ppa.ppa[#].int_intf,int_intf.ohi_eop_err,,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,589,int_intfohi_eop_errppa.ppa[#].int_intfint_intf.ohi_eop_err
p4,2,Justina,ppa.ppa[#],int_intf,ohi_err,ppa.ppa[#].int_intf,int_intf.ohi_err,,,-,error (E),,n/a,n/a,,,,Packet err bit set along with EOP in OHI bus from Parser to Deparser. Error bit probably is from buffer or from memory ecc error. Check other interrupts.,,,,,,590,int_intfohi_errppa.ppa[#].int_intfint_intf.ohi_err
p4,2,Justina,ppa.ppa[#],int_intf,ohi_sop_err,ppa.ppa[#].int_intf,int_intf.ohi_sop_err,,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,591,int_intfohi_sop_errppa.ppa[#].int_intfint_intf.ohi_sop_err
p4,2,Justina,ppa.ppa[#],int_intf,pb_eop_err,ppa.ppa[#].int_intf,int_intf.pb_eop_err,,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,592,int_intfpb_eop_errppa.ppa[#].int_intfint_intf.pb_eop_err
p4,2,Justina,ppa.ppa[#],int_intf,pb_err,ppa.ppa[#].int_intf,int_intf.pb_err,,,-,error (E),,n/a,n/a,,,,Packet err bit set along with EOP in packet bus from buffer to Parser. Error bit probably is from memory ecc error. Check other interrupts in PB.,,,,,,593,int_intfpb_errppa.ppa[#].int_intfint_intf.pb_err
p4,2,Justina,ppa.ppa[#],int_intf,pb_sop_err,ppa.ppa[#].int_intf,int_intf.pb_sop_err,,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,594,int_intfpb_sop_errppa.ppa[#].int_intfint_intf.pb_sop_err
p4,2,Justina,ppa.ppa[#],int_intf,sw_phv_eop_err,ppa.ppa[#].int_intf,int_intf.sw_phv_eop_err,phv,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,595,int_intfsw_phv_eop_errppa.ppa[#].int_intfint_intf.sw_phv_eop_err
p4,2,Justina,ppa.ppa[#],int_intf,sw_phv_err,ppa.ppa[#].int_intf,int_intf.sw_phv_err,phv,,-,error (E),,n/a,n/a,,,,SW phv gen logic set error along with PHV. Error bit probably is from memory ecc error. Check other interrupts.,,,,,,596,int_intfsw_phv_errppa.ppa[#].int_intfint_intf.sw_phv_err
p4,2,Justina,ppa.ppa[#],int_intf,sw_phv_sop_err,ppa.ppa[#].int_intf,int_intf.sw_phv_sop_err,phv,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,597,int_intfsw_phv_sop_errppa.ppa[#].int_intfint_intf.sw_phv_sop_err
p4,2,Justina,ppa.ppa[#],int_pa,chkr_no_phv_id_gnt,ppa.ppa[#].int_pa,int_pa.chkr_no_phv_id_gnt,phv,,-,info (I),,none,n/a,n/a,n/a,n/a,"Parser ran out of PHV ID. New PHV will not be scheduled to STG existing PHV_ID is released. Just info. But if pipe is stalled and not progressing, check this interrupt.",,added,,,,598,int_pachkr_no_phv_id_gntppa.ppa[#].int_paint_pa.chkr_no_phv_id_gnt
p4,2,Justina,ppa.ppa[#],int_pa,chkr_ohi_ff_empty,ppa.ppa[#].int_pa,int_pa.chkr_ohi_ff_empty,ohi,,-,fatal (F),,n/a,n/a,,n/a,n/a,OHI is sent in 2 flits. There shouldn't be any gap between flits. This interrupt happens when there is a gap between them. This can cause OHI corruption for checkers. Check  cfg_ctrl_thresh_chk_ff to see if it has the correct settings.,,added,,,,599,int_pachkr_ohi_ff_emptyppa.ppa[#].int_paint_pa.chkr_ohi_ff_empty
p4,2,Justina,ppa.ppa[#],int_pa,chkr_phv_not_sop,ppa.ppa[#].int_pa,int_pa.chkr_phv_not_sop,phv,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,600,int_pachkr_phv_not_sopppa.ppa[#].int_paint_pa.chkr_phv_not_sop
p4,2,Justina,ppa.ppa[#],int_pa,chkr_phv_single_flit,ppa.ppa[#].int_pa,int_pa.chkr_phv_single_flit,phv,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,601,int_pachkr_phv_single_flitppa.ppa[#].int_paint_pa.chkr_phv_single_flit
p4,2,Justina,ppa.ppa[#],int_pa,chkr_pkt_not_sop,ppa.ppa[#].int_pa,int_pa.chkr_pkt_not_sop,pkt,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,602,int_pachkr_pkt_not_sopppa.ppa[#].int_paint_pa.chkr_pkt_not_sop
p4,2,Justina,ppa.ppa[#],int_pa,chkr_seq_id,ppa.ppa[#].int_pa,int_pa.chkr_seq_id,,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,603,int_pachkr_seq_idppa.ppa[#].int_paint_pa.chkr_seq_id
p4,2,Justina,ppa.ppa[#],int_pa,crc_not_enuf_bytes,ppa.ppa[#].int_pa,int_pa.crc_not_enuf_bytes,,,-,error (E),,n/a,n/a,,Fix CRC checking profile config,,software error. CRC checking logic has programmable start and end offset. The packet ended before end offset. It's possible the packet is malformed as well. Check for other interrupts in PB.,,,,,,604,int_pacrc_not_enuf_bytesppa.ppa[#].int_paint_pa.crc_not_enuf_bytes
p4,2,Justina,ppa.ppa[#],int_pa,crc_start_more_than_end_offset,ppa.ppa[#].int_pa,int_pa.crc_start_more_than_end_offset,,,-,error (E),,n/a,n/a,,Fix CRC checking profile config,,Software error. CRC checking logic programmable start offset is more than end offset,,,,,,605,int_pacrc_start_more_than_end_offsetppa.ppa[#].int_paint_pa.crc_start_more_than_end_offset
p4,14,Justina,ppa.ppa[#],int_pa,csum#_not_enuf_bytes,ppa.ppa[#].int_pa,int_pa.csum#_not_enuf_bytes,,,-,error (E),,n/a,n/a,,Fix CSM checking profile config,,"software error. CSUM checking logic has programmable start and end offset. The packet ended before end offset. It's possible the packet is malformed as well. Check for other interrupts in PB. This error can fire for packets from TXDMA where len is not populated correctly. In such case, this interrupt should be masked and STG should look at error vector in PHV and take action accordingly.",,,,,,606,int_pacsum#_not_enuf_bytesppa.ppa[#].int_paint_pa.csum#_not_enuf_bytes
p4,14,Justina,ppa.ppa[#],int_pa,csum#_start_more_than_end_offset,ppa.ppa[#].int_pa,int_pa.csum#_start_more_than_end_offset,,,-,error (E),,n/a,n/a,,Fix CSUM checking profile config,,"Software error. CSUM checking logic programmable start offset is more than end offset. This error can fire for packets from TXDMA where len is not populated correctly. In such case, this interrupt should be masked and STG should look at error vector in PHV and take action accordingly.",,,,,,607,int_pacsum#_start_more_than_end_offsetppa.ppa[#].int_paint_pa.csum#_start_more_than_end_offset
p4,2,Justina,ppa.ppa[#],int_pa,preparse_dff_not_sop,ppa.ppa[#].int_pa,int_pa.preparse_dff_not_sop,,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,608,int_papreparse_dff_not_sopppa.ppa[#].int_paint_pa.preparse_dff_not_sop
p4,2,Justina,ppa.ppa[#],int_pa,preparse_dff_ovflow,ppa.ppa[#].int_pa,int_pa.preparse_dff_ovflow,overflow,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,609,int_papreparse_dff_ovflowppa.ppa[#].int_paint_pa.preparse_dff_ovflow
p4,2,Justina,ppa.ppa[#],int_pa,preparse_eff_ovflow,ppa.ppa[#].int_pa,int_pa.preparse_eff_ovflow,overflow,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,610,int_papreparse_eff_ovflowppa.ppa[#].int_paint_pa.preparse_eff_ovflow
p4,2,Justina,ppa.ppa[#],int_pa,preparse_line#_not_sop,ppa.ppa[#].int_pa,int_pa.preparse_line#_not_sop,,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,611,int_papreparse_line#_not_sopppa.ppa[#].int_paint_pa.preparse_line#_not_sop
p4,2,Justina,ppa.ppa[#],int_pa,reorder_ohi_gap,ppa.ppa[#].int_pa,int_pa.reorder_ohi_gap,ohi,,-,fatal (F),,n/a,n/a,,n/a,n/a,OHI is sent in 2 flits. There shouldn't be any gap between flits. This interrupt happens when there is a gap between them. This can cause OHI corruption for checkers. Check cfg_ctrl_thresh_chk_ff to see if it has the correct settings.,,added,,,,612,int_pareorder_ohi_gapppa.ppa[#].int_paint_pa.reorder_ohi_gap
p4,2,Justina,ppa.ppa[#],int_pa,reorder_phv_not_sop,ppa.ppa[#].int_pa,int_pa.reorder_phv_not_sop,phv,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,613,int_pareorder_phv_not_sopppa.ppa[#].int_paint_pa.reorder_phv_not_sop
p4,20,Justina,ppa.ppa[#],int_pe#,d#_not_valid,ppa.ppa[#].int_pe#,int_pe#.d#_not_valid,,,-,fatal (F),,n/a,n/a,,n/a,n/a,hardware error,,,,,,614,int_pe#d#_not_validppa.ppa[#].int_pe#int_pe#.d#_not_valid
p4,20,Justina,ppa.ppa[#],int_pe#,exceed_parse_loop_cnt,ppa.ppa[#].int_pe#,int_pe#.exceed_parse_loop_cnt,,,-,error (E),,n/a,n/a,,Fix parser state programming,,software error: Number of parse states jump for a packet exceeded the limit. ,,,,,,615,int_pe#exceed_parse_loop_cntppa.ppa[#].int_pe#int_pe#.exceed_parse_loop_cnt
p4,20,Justina,ppa.ppa[#],int_pe#,exceed_phv_flit_cnt,ppa.ppa[#].int_pe#,int_pe#.exceed_phv_flit_cnt,phv,,-,error (E),,n/a,n/a,,Fix phv flit programming in state table,,software error: Number of phv flits generated exceeded the limit.,,,,,,616,int_pe#exceed_phv_flit_cntppa.ppa[#].int_pe#int_pe#.exceed_phv_flit_cnt
p4,20,Justina,ppa.ppa[#],int_pe#,offset_jump_chk,ppa.ppa[#].int_pe#,int_pe#.offset_jump_chk,,,-,info (I),,,,,,,software error. Parser state programming error.,,,,,,617,int_pe#offset_jump_chkppa.ppa[#].int_pe#int_pe#.offset_jump_chk
p4,20,Justina,ppa.ppa[#],int_pe#,offset_out_of_range,ppa.ppa[#].int_pe#,int_pe#.offset_out_of_range,,,-,error (E),,n/a,n/a,,,,software error. Parser state programming error.,,,,,,618,int_pe#offset_out_of_rangeppa.ppa[#].int_pe#int_pe#.offset_out_of_range
